,sigma,force,rmodav,rmodsqd,dmax
,0.840,0.360,0.1981868,0.0406993,0.0091822
,0.840,0.380,0.9999692,0.0000177,0.3758057
,0.840,0.400,0.9999741,0.0000171,0.2959355
,0.840,0.420,0.9999758,0.0000139,0.2046596
,0.840,0.440,0.9999767,0.0000116,0.1564917
,0.840,0.460,0.9999754,0.0000088,0.1098906
,0.840,0.480,0.9999743,0.0000075,0.0887448
,0.840,0.500,0.9999727,0.0000063,0.0708346
,0.840,0.520,0.9999708,0.0000060,0.0646443
,0.840,0.540,0.9999690,0.0000032,0.0328227
,0.840,0.560,0.9999667,0.0000024,0.0235590
,0.840,0.580,0.9999642,0.0000032,0.0310348
,0.840,0.600,0.9999615,0.0000039,0.0372308
,0.840,0.620,0.9999589,0.0000044,0.0427299
,0.840,0.640,0.9999564,0.0000045,0.0459486
,0.840,0.660,0.9999534,0.0000049,0.0525687
,0.840,0.680,0.9999509,0.0000051,0.0566703
,0.840,0.700,0.9999476,0.0000017,0.0196845
,0.840,0.720,0.9999446,0.0000011,0.0147204
,0.840,0.740,0.9999414,0.0000011,0.0156394
,0.840,0.760,0.9999386,0.0000029,0.0443964
,0.840,0.780,0.9999347,0.0000037,0.0647996
,0.840,0.800,0.9999320,0.0000042,0.0857936
,0.840,0.820,0.9999284,0.0000032,0.0839670
,0.840,0.840,0.9999245,0.0000000,0.0014713
,0.840,0.860,0.9999278,0.0000000,0.0000000
,0.840,0.880,0.9999291,0.0000000,0.0000000
,0.840,0.900,0.9999302,0.0000000,0.0000000
,0.840,0.920,0.9999310,0.0000000,0.0000000
,0.840,0.940,0.9999318,0.0000000,0.0000000
,0.840,0.960,0.9999325,0.0000000,0.0000000
,0.840,0.980,0.9999331,0.0000000,0.0000000
,0.840,1.000,0.9999337,0.0000000,0.0000000
,0.840,1.020,0.9999343,0.0000000,0.0000000
,0.840,1.040,0.9999348,0.0000000,0.0000000
,0.840,1.060,0.9999353,0.0000000,0.0000000
,0.840,1.080,0.9999358,0.0000000,0.0000000
,0.840,1.100,0.9999362,0.0000000,0.0000000
,0.840,1.120,0.9999367,0.0000000,0.0000000
,0.840,1.140,0.9999371,0.0000000,0.0000000
,0.840,1.160,0.9999375,0.0000000,0.0000000
,0.840,1.180,0.9999379,0.0000000,0.0000000
,0.840,1.200,0.9999383,0.0000000,0.0000000
,0.840,1.220,0.9999387,0.0000000,0.0000000
,0.840,1.240,0.9999391,0.0000000,0.0000000
,0.840,1.260,0.9999395,0.0000000,0.0000000
,0.840,1.280,0.9999398,0.0000000,0.0000000
,0.840,1.300,0.9999402,0.0000000,0.0000000
,0.840,1.320,0.9999405,0.0000000,0.0000000
,0.840,1.340,0.9999409,0.0000000,0.0000000
,0.840,1.360,0.9999412,0.0000000,0.0000000
,0.840,1.380,0.9999415,0.0000000,0.0000000
,0.840,1.400,0.9999418,0.0000000,0.0000000
,0.840,1.420,0.9999422,0.0000000,0.0000000
,0.840,1.440,0.9999425,0.0000000,0.0000000
,0.840,1.460,0.9999428,0.0000000,0.0000000
,0.840,1.480,0.9999431,0.0000000,0.0000000
,0.840,1.500,0.9999434,0.0000000,0.0000000
,0.840,1.520,0.9999437,0.0000000,0.0000000
,0.840,1.540,0.9999440,0.0000000,0.0000000
,0.840,1.560,0.9999443,0.0000000,0.0000000
,0.840,1.580,0.9999445,0.0000000,0.0000000
,0.840,1.600,0.9999448,0.0000000,0.0000000
,0.840,1.620,0.9999451,0.0000000,0.0000000
,0.840,1.640,0.9999454,0.0000000,0.0000000
,0.840,1.660,0.9999456,0.0000000,0.0000000
,0.840,1.680,0.9999459,0.0000000,0.0000000
,0.840,1.700,0.9999462,0.0000000,0.0000000
,0.840,1.720,0.9999464,0.0000000,0.0000000
,0.840,1.740,0.9999467,0.0000000,0.0000000
,0.840,1.760,0.9999469,0.0000000,0.0000000
,0.840,1.780,0.9999472,0.0000000,0.0000000
,0.840,1.800,0.9999474,0.0000000,0.0000000
,0.840,1.820,0.9999477,0.0000000,0.0000000
,0.840,1.840,0.9999479,0.0000000,0.0000000
,0.840,1.860,0.9999482,0.0000000,0.0000000
,0.840,1.880,0.9999484,0.0000000,0.0000000
,0.840,1.900,0.9999486,0.0000000,0.0000000
,0.840,1.920,0.9999489,0.0000000,0.0000000
,0.840,1.940,0.9999491,0.0000000,0.0000000
,0.840,1.960,0.9999493,0.0000000,0.0000000
,0.840,1.980,0.9999496,0.0000000,0.0000000
,0.840,2.000,0.9999498,0.0000000,0.0000000
,0.860,0.000,0.0012919,0.2780842,0.0010010
,0.860,0.020,0.0109135,0.1369246,0.0014648
,0.860,0.040,0.0218003,0.0854577,0.0018868
,0.860,0.060,0.0327296,0.0444246,0.0015814
,0.860,0.080,0.0437451,0.0652420,0.0030859
,0.860,0.100,0.0543541,0.0471486,0.0024113
,0.860,0.120,0.0653505,0.0524865,0.0037000
,0.860,0.140,0.0765520,0.0461856,0.0038685
,0.860,0.160,0.0874290,0.0409744,0.0047996
,0.860,0.180,0.0984890,0.0414188,0.0066369
,0.860,0.200,0.1091551,0.0451588,0.0052021
,0.860,0.220,0.1201219,0.0426211,0.0054810
,0.860,0.240,0.1296666,0.0422806,0.0057816
,0.860,0.260,0.1404531,0.0470638,0.0066881
,0.860,0.280,0.1504771,0.0422570,0.0069153
,0.860,0.300,0.1605216,0.0478288,0.0079465
,0.860,0.320,0.1710219,0.0564108,0.0099777
,0.860,0.340,0.1807875,0.0396748,0.0082627
,0.860,0.360,0.9999772,0.0000136,0.2534327
,0.860,0.380,0.9999805,0.0000110,0.1794155
,0.860,0.400,0.9999817,0.0000080,0.1182992
,0.860,0.420,0.9999807,0.0000068,0.0943909
,0.860,0.440,0.9999796,0.0000050,0.0659698
,0.860,0.460,0.9999778,0.0000049,0.0610566
,0.860,0.480,0.9999761,0.0000037,0.0437385
,0.860,0.500,0.9999746,0.0000037,0.0418015
,0.860,0.520,0.9999725,0.0000025,0.0275605
,0.860,0.540,0.9999703,0.0000032,0.0340214
,0.860,0.560,0.9999679,0.0000038,0.0383966
,0.860,0.580,0.9999659,0.0000040,0.0391857
,0.860,0.600,0.9999633,0.0000017,0.0168663
,0.860,0.620,0.9999609,0.0000021,0.0200449
,0.860,0.640,0.9999584,0.0000013,0.0145925
,0.860,0.660,0.9999557,0.0000010,0.0118269
,0.860,0.680,0.9999530,0.0000019,0.0208993
,0.860,0.700,0.9999501,0.0000026,0.0294577
,0.860,0.720,0.9999474,0.0000038,0.0453954
,0.860,0.740,0.9999442,0.0000010,0.0133551
,0.860,0.760,0.9999412,0.0000021,0.0284503
,0.860,0.780,0.9999380,0.0000021,0.0328441
,0.860,0.800,0.9999347,0.0000010,0.0176867
,0.860,0.820,0.9999314,0.0000023,0.0488692
,0.860,0.840,0.9999279,0.0000009,0.0253876
,0.860,0.860,0.9999244,0.0000000,0.0014745
,0.860,0.880,0.9999278,0.0000000,0.0000000
,0.860,0.900,0.9999292,0.0000000,0.0000000
,0.860,0.920,0.9999302,0.0000000,0.0000000
,0.860,0.940,0.9999311,0.0000000,0.0000000
,0.860,0.960,0.9999319,0.0000000,0.0000000
,0.860,0.980,0.9999326,0.0000000,0.0000000
,0.860,1.000,0.9999332,0.0000000,0.0000000
,0.860,1.020,0.9999338,0.0000000,0.0000000
,0.860,1.040,0.9999344,0.0000000,0.0000000
,0.860,1.060,0.9999349,0.0000000,0.0000000
,0.860,1.080,0.9999354,0.0000000,0.0000000
,0.860,1.100,0.9999359,0.0000000,0.0000000
,0.860,1.120,0.9999363,0.0000000,0.0000000
,0.860,1.140,0.9999368,0.0000000,0.0000000
,0.860,1.160,0.9999372,0.0000000,0.0000000
,0.860,1.180,0.9999376,0.0000000,0.0000000
,0.860,1.200,0.9999381,0.0000000,0.0000000
,0.860,1.220,0.9999385,0.0000000,0.0000000
,0.860,1.240,0.9999388,0.0000000,0.0000000
,0.860,1.260,0.9999392,0.0000000,0.0000000
,0.860,1.280,0.9999396,0.0000000,0.0000000
,0.860,1.300,0.9999399,0.0000000,0.0000000
,0.860,1.320,0.9999403,0.0000000,0.0000000
,0.860,1.340,0.9999406,0.0000000,0.0000000
,0.860,1.360,0.9999410,0.0000000,0.0000000
,0.860,1.380,0.9999413,0.0000000,0.0000000
,0.860,1.400,0.9999416,0.0000000,0.0000000
,0.860,1.420,0.9999420,0.0000000,0.0000000
,0.860,1.440,0.9999423,0.0000000,0.0000000
,0.860,1.460,0.9999426,0.0000000,0.0000000
,0.860,1.480,0.9999429,0.0000000,0.0000000
,0.860,1.500,0.9999432,0.0000000,0.0000000
,0.860,1.520,0.9999435,0.0000000,0.0000000
,0.860,1.540,0.9999438,0.0000000,0.0000000
,0.860,1.560,0.9999441,0.0000000,0.0000000
,0.860,1.580,0.9999444,0.0000000,0.0000000
,0.860,1.600,0.9999447,0.0000000,0.0000000
,0.860,1.620,0.9999449,0.0000000,0.0000000
,0.860,1.640,0.9999452,0.0000000,0.0000000
,0.860,1.660,0.9999455,0.0000000,0.0000000
,0.860,1.680,0.9999458,0.0000000,0.0000000
,0.860,1.700,0.9999460,0.0000000,0.0000000
,0.860,1.720,0.9999463,0.0000000,0.0000000
,0.860,1.740,0.9999465,0.0000000,0.0000000
,0.860,1.760,0.9999468,0.0000000,0.0000000
,0.860,1.780,0.9999471,0.0000000,0.0000000
,0.860,1.800,0.9999473,0.0000000,0.0000000
,0.860,1.820,0.9999476,0.0000000,0.0000000
,0.860,1.840,0.9999478,0.0000000,0.0000000
,0.860,1.860,0.9999481,0.0000000,0.0000000
,0.860,1.880,0.9999483,0.0000000,0.0000000
,0.860,1.900,0.9999485,0.0000000,0.0000000
,0.860,1.920,0.9999488,0.0000000,0.0000000
,0.860,1.940,0.9999490,0.0000000,0.0000000
,0.860,1.960,0.9999492,0.0000000,0.0000000
,0.860,1.980,0.9999495,0.0000000,0.0000000
,0.860,2.000,0.9999497,0.0000000,0.0000000
,0.880,0.000,0.0013886,2.5708470,0.0011497
,0.880,0.020,0.0106596,0.0968572,0.0009939
,0.880,0.040,0.0212467,0.0779326,0.0016439
,0.880,0.060,0.0318522,0.0470089,0.0015043
,0.880,0.080,0.0427344,0.0571420,0.0027876
,0.880,0.100,0.0533716,0.0508031,0.0027408
,0.880,0.120,0.0640118,0.0468666,0.0030325
,0.880,0.140,0.0745696,0.0494328,0.0036102
,0.880,0.160,0.0850843,0.0469345,0.0039763
,0.880,0.180,0.0955549,0.0426368,0.0044486
,0.880,0.200,0.1059758,0.0520811,0.0073792
,0.880,0.220,0.1164267,0.0450788,0.0055898
,0.880,0.240,0.1261837,0.0306393,0.0076721
,0.880,0.260,0.1368006,0.0340376,0.0049449
,0.880,0.280,0.1456552,0.0336663,0.0095843
,0.880,0.300,0.1562487,0.0663436,0.0101394
,0.880,0.320,0.1638887,0.0391329,0.0092664
,0.880,0.340,0.1745389,0.0379468,0.0088309
,0.880,0.360,0.4971037,0.3753892,0.3623654
,0.880,0.380,0.9999799,0.0000115,0.1951575
,0.880,0.400,0.9999818,0.0000096,0.1484873
,0.880,0.420,0.9999814,0.0000077,0.1094460
,0.880,0.440,0.9999799,0.0000064,0.0866286
,0.880,0.460,0.9999791,0.0000039,0.0500149
,0.880,0.480,0.9999776,0.0000024,0.0291403
,0.880,0.500,0.9999758,0.0000005,0.0059697
,0.880,0.520,0.9999737,0.0000015,0.0171681
,0.880,0.540,0.9999718,0.0000025,0.0267340
,0.880,0.560,0.9999694,0.0000029,0.0300582
,0.880,0.580,0.9999674,0.0000006,0.0069917
,0.880,0.600,0.9999650,0.0000018,0.0177435
,0.880,0.620,0.9999625,0.0000022,0.0205709
,0.880,0.640,0.9999601,0.0000020,0.0190615
,0.880,0.660,0.9999577,0.0000018,0.0179594
,0.880,0.680,0.9999551,0.0000014,0.0157982
,0.880,0.700,0.9999524,0.0000006,0.0082356
,0.880,0.720,0.9999496,0.0000012,0.0152756
,0.880,0.740,0.9999466,0.0000023,0.0281689
,0.880,0.760,0.9999441,0.0000030,0.0394850
,0.880,0.780,0.9999410,0.0000039,0.0543432
,0.880,0.800,0.9999377,0.0000006,0.0087317
,0.880,0.820,0.9999346,0.0000024,0.0421697
,0.880,0.840,0.9999311,0.0000022,0.0474785
,0.880,0.860,0.9999279,0.0000014,0.0388423
,0.880,0.880,0.9999244,0.0000000,0.0014894
,0.880,0.900,0.9999278,0.0000000,0.0000000
,0.880,0.920,0.9999292,0.0000000,0.0000000
,0.880,0.940,0.9999303,0.0000000,0.0000000
,0.880,0.960,0.9999312,0.0000000,0.0000000
,0.880,0.980,0.9999319,0.0000000,0.0000000
,0.880,1.000,0.9999326,0.0000000,0.0000000
,0.880,1.020,0.9999333,0.0000000,0.0000000
,0.880,1.040,0.9999339,0.0000000,0.0000000
,0.880,1.060,0.9999345,0.0000000,0.0000000
,0.880,1.080,0.9999350,0.0000000,0.0000000
,0.880,1.100,0.9999355,0.0000000,0.0000000
,0.880,1.120,0.9999360,0.0000000,0.0000000
,0.880,1.140,0.9999365,0.0000000,0.0000000
,0.880,1.160,0.9999369,0.0000000,0.0000000
,0.880,1.180,0.9999373,0.0000000,0.0000000
,0.880,1.200,0.9999378,0.0000000,0.0000000
,0.880,1.220,0.9999382,0.0000000,0.0000000
,0.880,1.240,0.9999386,0.0000000,0.0000000
,0.880,1.260,0.9999390,0.0000000,0.0000000
,0.880,1.280,0.9999393,0.0000000,0.0000000
,0.880,1.300,0.9999397,0.0000000,0.0000000
,0.880,1.320,0.9999401,0.0000000,0.0000000
,0.880,1.340,0.9999404,0.0000000,0.0000000
,0.880,1.360,0.9999408,0.0000000,0.0000000
,0.880,1.380,0.9999411,0.0000000,0.0000000
,0.880,1.400,0.9999414,0.0000000,0.0000000
,0.880,1.420,0.9999418,0.0000000,0.0000000
,0.880,1.440,0.9999421,0.0000000,0.0000000
,0.880,1.460,0.9999424,0.0000000,0.0000000
,0.880,1.480,0.9999427,0.0000000,0.0000000
,0.880,1.500,0.9999430,0.0000000,0.0000000
,0.880,1.520,0.9999433,0.0000000,0.0000000
,0.880,1.540,0.9999436,0.0000000,0.0000000
,0.880,1.560,0.9999439,0.0000000,0.0000000
,0.880,1.580,0.9999442,0.0000000,0.0000000
,0.880,1.600,0.9999445,0.0000000,0.0000000
,0.880,1.620,0.9999448,0.0000000,0.0000000
,0.880,1.640,0.9999451,0.0000000,0.0000000
,0.880,1.660,0.9999453,0.0000000,0.0000000
,0.880,1.680,0.9999456,0.0000000,0.0000000
,0.880,1.700,0.9999459,0.0000000,0.0000000
,0.880,1.720,0.9999462,0.0000000,0.0000000
,0.880,1.740,0.9999464,0.0000000,0.0000000
,0.880,1.760,0.9999467,0.0000000,0.0000000
,0.880,1.780,0.9999469,0.0000000,0.0000000
,0.880,1.800,0.9999472,0.0000000,0.0000000
,0.880,1.820,0.9999474,0.0000000,0.0000000
,0.880,1.840,0.9999477,0.0000000,0.0000000
,0.880,1.860,0.9999479,0.0000000,0.0000000
,0.880,1.880,0.9999482,0.0000000,0.0000000
,0.880,1.900,0.9999484,0.0000000,0.0000000
,0.880,1.920,0.9999487,0.0000000,0.0000000
,0.880,1.940,0.9999489,0.0000000,0.0000000
,0.880,1.960,0.9999491,0.0000000,0.0000000
,0.880,1.980,0.9999494,0.0000000,0.0000000
,0.880,2.000,0.9999496,0.0000000,0.0000000
,0.900,0.000,0.0018084,0.7189648,0.0014306
,0.900,0.020,0.0111221,0.1515829,0.0017311
,0.900,0.040,0.0220913,0.0645430,0.0015778
,0.900,0.060,0.0330656,0.0483604,0.0016559
,0.900,0.080,0.0441099,0.0674251,0.0027230
,0.900,0.100,0.0552139,0.0494046,0.0029042
,0.900,0.120,0.0659417,0.0515708,0.0035285
,0.900,0.140,0.0769257,0.0511166,0.0042467
,0.900,0.160,0.0878614,0.0571537,0.0050503
,0.900,0.180,0.0989808,0.0621272,0.0057800
,0.900,0.200,0.1101564,0.0552365,0.0057738
,0.900,0.220,0.1215849,0.0331532,0.0054859
,0.900,0.240,0.1330508,0.0409174,0.0058798
,0.900,0.260,0.1436580,0.0579231,0.0084154
,0.900,0.280,0.1526261,0.0502308,0.0086312
,0.900,0.300,0.1612607,0.0675457,0.0112836
,0.900,0.320,0.1700420,0.0656417,0.0108087
,0.900,0.340,0.1797830,0.0417788,0.0127324
,0.900,0.360,0.1886208,0.0391287,0.0110089
,0.900,0.380,0.9999758,0.0000159,0.3215744
,0.900,0.400,0.9999776,0.0000132,0.2239128
,0.900,0.420,0.9999790,0.0000114,0.1759929
,0.900,0.440,0.9999792,0.0000097,0.1387387
,0.900,0.460,0.9999792,0.0000068,0.0898403
,0.900,0.480,0.9999782,0.0000045,0.0565413
,0.900,0.500,0.9999767,0.0000034,0.0407096
,0.900,0.520,0.9999750,0.0000012,0.0137560
,0.900,0.540,0.9999730,0.0000006,0.0078357
,0.900,0.560,0.9999709,0.0000013,0.0145769
,0.900,0.580,0.9999688,0.0000014,0.0149198
,0.900,0.600,0.9999666,0.0000017,0.0166593
,0.900,0.620,0.9999643,0.0000027,0.0262507
,0.900,0.640,0.9999621,0.0000033,0.0311862
,0.900,0.660,0.9999595,0.0000025,0.0246471
,0.900,0.680,0.9999571,0.0000009,0.0108378
,0.900,0.700,0.9999545,0.0000010,0.0121724
,0.900,0.720,0.9999516,0.0000025,0.0272967
,0.900,0.740,0.9999490,0.0000030,0.0349864
,0.900,0.760,0.9999463,0.0000015,0.0177106
,0.900,0.780,0.9999433,0.0000022,0.0286392
,0.900,0.800,0.9999405,0.0000004,0.0064046
,0.900,0.820,0.9999372,0.0000016,0.0244440
,0.900,0.840,0.9999344,0.0000019,0.0340965
,0.900,0.860,0.9999311,0.0000015,0.0318295
,0.900,0.880,0.9999281,0.0000021,0.0590485
,0.900,0.900,0.9999244,0.0000000,0.0015068
,0.900,0.920,0.9999279,0.0000000,0.0000000
,0.900,0.940,0.9999293,0.0000000,0.0000000
,0.900,0.960,0.9999303,0.0000000,0.0000000
,0.900,0.980,0.9999312,0.0000000,0.0000000
,0.900,1.000,0.9999320,0.0000000,0.0000000
,0.900,1.020,0.9999327,0.0000000,0.0000000
,0.900,1.040,0.9999334,0.0000000,0.0000000
,0.900,1.060,0.9999340,0.0000000,0.0000000
,0.900,1.080,0.9999345,0.0000000,0.0000000
,0.900,1.100,0.9999351,0.0000000,0.0000000
,0.900,1.120,0.9999356,0.0000000,0.0000000
,0.900,1.140,0.9999361,0.0000000,0.0000000
,0.900,1.160,0.9999366,0.0000000,0.0000000
,0.900,1.180,0.9999370,0.0000000,0.0000000
,0.900,1.200,0.9999374,0.0000000,0.0000000
,0.900,1.220,0.9999379,0.0000000,0.0000000
,0.900,1.240,0.9999383,0.0000000,0.0000000
,0.900,1.260,0.9999387,0.0000000,0.0000000
,0.900,1.280,0.9999391,0.0000000,0.0000000
,0.900,1.300,0.9999395,0.0000000,0.0000000
,0.900,1.320,0.9999398,0.0000000,0.0000000
,0.900,1.340,0.9999402,0.0000000,0.0000000
,0.900,1.360,0.9999405,0.0000000,0.0000000
,0.900,1.380,0.9999409,0.0000000,0.0000000
,0.900,1.400,0.9999412,0.0000000,0.0000000
,0.900,1.420,0.9999416,0.0000000,0.0000000
,0.900,1.440,0.9999419,0.0000000,0.0000000
,0.900,1.460,0.9999422,0.0000000,0.0000000
,0.900,1.480,0.9999425,0.0000000,0.0000000
,0.900,1.500,0.9999429,0.0000000,0.0000000
,0.900,1.520,0.9999432,0.0000000,0.0000000
,0.900,1.540,0.9999435,0.0000000,0.0000000
,0.900,1.560,0.9999438,0.0000000,0.0000000
,0.900,1.580,0.9999441,0.0000000,0.0000000
,0.900,1.600,0.9999444,0.0000000,0.0000000
,0.900,1.620,0.9999446,0.0000000,0.0000000
,0.900,1.640,0.9999449,0.0000000,0.0000000
,0.900,1.660,0.9999452,0.0000000,0.0000000
,0.900,1.680,0.9999455,0.0000000,0.0000000
,0.900,1.700,0.9999457,0.0000000,0.0000000
,0.900,1.720,0.9999460,0.0000000,0.0000000
,0.900,1.740,0.9999463,0.0000000,0.0000000
,0.900,1.760,0.9999465,0.0000000,0.0000000
,0.900,1.780,0.9999468,0.0000000,0.0000000
,0.900,1.800,0.9999471,0.0000000,0.0000000
,0.900,1.820,0.9999473,0.0000000,0.0000000
,0.900,1.840,0.9999476,0.0000000,0.0000000
,0.900,1.860,0.9999478,0.0000000,0.0000000
,0.900,1.880,0.9999481,0.0000000,0.0000000
,0.900,1.900,0.9999483,0.0000000,0.0000000
,0.900,1.920,0.9999486,0.0000000,0.0000000
,0.900,1.940,0.9999488,0.0000000,0.0000000
,0.900,1.960,0.9999490,0.0000000,0.0000000
,0.900,1.980,0.9999493,0.0000000,0.0000000
,0.900,2.000,0.9999495,0.0000000,0.0000000
,0.920,0.000,0.0016283,1.7936947,0.0013945
,0.920,0.020,0.0105881,0.1229942,0.0013702
,0.920,0.040,0.0211485,0.0821061,0.0015690
,0.920,0.060,0.0317659,0.0651480,0.0018631
,0.920,0.080,0.0425016,0.0596699,0.0025649
,0.920,0.100,0.0529112,0.0452747,0.0024145
,0.920,0.120,0.0635941,0.0442859,0.0029731
,0.920,0.140,0.0743789,0.0438420,0.0034521
,0.920,0.160,0.0848833,0.0458480,0.0038123
,0.920,0.180,0.0959046,0.0491857,0.0055598
,0.920,0.200,0.1066666,0.0481956,0.0052573
,0.920,0.220,0.1168593,0.0304098,0.0043067
,0.920,0.240,0.1279318,0.0489881,0.0063046
,0.920,0.260,0.1387611,0.0534587,0.0076212
,0.920,0.280,0.1491491,0.0686903,0.0098462
,0.920,0.300,0.1592912,0.0491182,0.0093296
,0.920,0.320,0.1682802,0.0403992,0.0071579
,0.920,0.340,0.1782731,0.0457430,0.0090333
,0.920,0.360,0.1870430,0.0387839,0.0082668
,0.920,0.380,0.9999787,0.0000147,0.2852067
,0.920,0.400,0.9999798,0.0000123,0.2094400
,0.920,0.420,0.9999815,0.0000094,0.1435082
,0.920,0.440,0.9999815,0.0000066,0.0932893
,0.920,0.460,0.9999805,0.0000057,0.0773657
,0.920,0.480,0.9999788,0.0000051,0.0651836
,0.920,0.500,0.9999776,0.0000030,0.0368809
,0.920,0.520,0.9999761,0.0000009,0.0116643
,0.920,0.540,0.9999742,0.0000013,0.0145485
,0.920,0.560,0.9999722,0.0000003,0.0034024
,0.920,0.580,0.9999702,0.0000014,0.0149736
,0.920,0.600,0.9999681,0.0000024,0.0242318
,0.920,0.620,0.9999659,0.0000013,0.0145269
,0.920,0.640,0.9999637,0.0000012,0.0138302
,0.920,0.660,0.9999613,0.0000006,0.0075737
,0.920,0.680,0.9999589,0.0000013,0.0153647
,0.920,0.700,0.9999565,0.0000005,0.0066652
,0.920,0.720,0.9999540,0.0000011,0.0134864
,0.920,0.740,0.9999514,0.0000011,0.0136952
,0.920,0.760,0.9999486,0.0000022,0.0252544
,0.920,0.780,0.9999459,0.0000030,0.0365372
,0.920,0.800,0.9999428,0.0000030,0.0400424
,0.920,0.820,0.9999402,0.0000034,0.0490381
,0.920,0.840,0.9999369,0.0000036,0.0574999
,0.920,0.860,0.9999345,0.0000038,0.0673527
,0.920,0.880,0.9999309,0.0000004,0.0076799
,0.920,0.900,0.9999281,0.0000016,0.0463648
,0.920,0.920,0.9999244,0.0000000,0.0015290
,0.920,0.940,0.9999279,0.0000000,0.0000000
,0.920,0.960,0.9999293,0.0000000,0.0000000
,0.920,0.980,0.9999304,0.0000000,0.0000000
,0.920,1.000,0.9999313,0.0000000,0.0000000
,0.920,1.020,0.9999321,0.0000000,0.0000000
,0.920,1.040,0.9999328,0.0000000,0.0000000
,0.920,1.060,0.9999335,0.0000000,0.0000000
,0.920,1.080,0.9999341,0.0000000,0.0000000
,0.920,1.100,0.9999346,0.0000000,0.0000000
,0.920,1.120,0.9999352,0.0000000,0.0000000
,0.920,1.140,0.9999357,0.0000000,0.0000000
,0.920,1.160,0.9999362,0.0000000,0.0000000
,0.920,1.180,0.9999367,0.0000000,0.0000000
,0.920,1.200,0.9999371,0.0000000,0.0000000
,0.920,1.220,0.9999376,0.0000000,0.0000000
,0.920,1.240,0.9999380,0.0000000,0.0000000
,0.920,1.260,0.9999384,0.0000000,0.0000000
,0.920,1.280,0.9999388,0.0000000,0.0000000
,0.920,1.300,0.9999392,0.0000000,0.0000000
,0.920,1.320,0.9999396,0.0000000,0.0000000
,0.920,1.340,0.9999399,0.0000000,0.0000000
,0.920,1.360,0.9999403,0.0000000,0.0000000
,0.920,1.380,0.9999407,0.0000000,0.0000000
,0.920,1.400,0.9999410,0.0000000,0.0000000
,0.920,1.420,0.9999414,0.0000000,0.0000000
,0.920,1.440,0.9999417,0.0000000,0.0000000
,0.920,1.460,0.9999420,0.0000000,0.0000000
,0.920,1.480,0.9999423,0.0000000,0.0000000
,0.920,1.500,0.9999427,0.0000000,0.0000000
,0.920,1.520,0.9999430,0.0000000,0.0000000
,0.920,1.540,0.9999433,0.0000000,0.0000000
,0.920,1.560,0.9999436,0.0000000,0.0000000
,0.920,1.580,0.9999439,0.0000000,0.0000000
,0.920,1.600,0.9999442,0.0000000,0.0000000
,0.920,1.620,0.9999445,0.0000000,0.0000000
,0.920,1.640,0.9999448,0.0000000,0.0000000
,0.920,1.660,0.9999450,0.0000000,0.0000000
,0.920,1.680,0.9999453,0.0000000,0.0000000
,0.920,1.700,0.9999456,0.0000000,0.0000000
,0.920,1.720,0.9999459,0.0000000,0.0000000
,0.920,1.740,0.9999461,0.0000000,0.0000000
,0.920,1.760,0.9999464,0.0000000,0.0000000
,0.920,1.780,0.9999467,0.0000000,0.0000000
,0.920,1.800,0.9999469,0.0000000,0.0000000
,0.920,1.820,0.9999472,0.0000000,0.0000000
,0.920,1.840,0.9999474,0.0000000,0.0000000
,0.920,1.860,0.9999477,0.0000000,0.0000000
,0.920,1.880,0.9999479,0.0000000,0.0000000
,0.920,1.900,0.9999482,0.0000000,0.0000000
,0.920,1.920,0.9999484,0.0000000,0.0000000
,0.920,1.940,0.9999487,0.0000000,0.0000000
,0.920,1.960,0.9999489,0.0000000,0.0000000
,0.920,1.980,0.9999492,0.0000000,0.0000000
,0.920,2.000,0.9999494,0.0000000,0.0000000
,0.940,0.000,0.0013446,0.2504130,0.0010332
,0.940,0.020,0.0101993,0.0898737,0.0010513
,0.940,0.040,0.0202633,0.0622576,0.0013739
,0.940,0.060,0.0303989,0.0647877,0.0019004
,0.940,0.080,0.0405303,0.0614394,0.0027993
,0.940,0.100,0.0508334,0.0581167,0.0029635
,0.940,0.120,0.0609506,0.0506528,0.0028500
,0.940,0.140,0.0711031,0.0430947,0.0031450
,0.940,0.160,0.0809555,0.0435495,0.0042820
,0.940,0.180,0.0909937,0.0430417,0.0048128
,0.940,0.200,0.1008420,0.0379098,0.0037371
,0.940,0.220,0.1111759,0.0401523,0.0046278
,0.940,0.240,0.1206556,0.0406796,0.0059297
,0.940,0.260,0.1289609,0.0365310,0.0069949
,0.940,0.280,0.1386089,0.0420060,0.0074150
,0.940,0.300,0.1467653,0.0393839,0.0058772
,0.940,0.320,0.1552986,0.0408188,0.0081076
,0.940,0.340,0.1638500,0.0331961,0.0089641
,0.940,0.360,0.9999827,0.0000106,0.2038928
,0.940,0.380,0.9999846,0.0000081,0.1389611
,0.940,0.400,0.9999853,0.0000056,0.0898147
,0.940,0.420,0.9999841,0.0000048,0.0725815
,0.940,0.440,0.9999831,0.0000036,0.0518265
,0.940,0.460,0.9999817,0.0000036,0.0485620
,0.940,0.480,0.9999801,0.0000036,0.0467446
,0.940,0.500,0.9999786,0.0000022,0.0275300
,0.940,0.520,0.9999771,0.0000018,0.0217380
,0.940,0.540,0.9999752,0.0000019,0.0222527
,0.940,0.560,0.9999733,0.0000024,0.0269489
,0.940,0.580,0.9999714,0.0000030,0.0328188
